term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
left pleural,Left Pleural,WordAnalysis-2-grams,0,0,104,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 104 occurrences,False
indication history,Indication History,WordAnalysis-2-grams,0,0,102,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 102 occurrences,False
comparison none,Comparison None,WordAnalysis-2-grams,0,0,102,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 102 occurrences,False
lateral comparison,Lateral Comparison,WordAnalysis-2-grams,0,0,98,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 98 occurrences,False
report chest,Report Chest,WordAnalysis-2-grams,0,0,96,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 96 occurrences,False
pulmonary vascular,Pulmonary Vascular,WordAnalysis-2-grams,0,0,96,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 96 occurrences,False
within normal,Within Normal,WordAnalysis-2-grams,0,0,94,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 94 occurrences,False
normal limits,Normal Limits,WordAnalysis-2-grams,0,0,94,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 94 occurrences,False
interval change,Interval Change,WordAnalysis-2-grams,0,0,92,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 92 occurrences,False
left lung,Left Lung,WordAnalysis-2-grams,0,0,90,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 90 occurrences,False
wet read,Wet Read,WordAnalysis-2-grams,0,0,84,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 84 occurrences,False
___ impression,___ Impression,WordAnalysis-2-grams,0,0,82,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 82 occurrences,False
right lower,Right Lower,WordAnalysis-2-grams,0,0,82,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 82 occurrences,False
dr ___,Dr ___,WordAnalysis-2-grams,0,0,80,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 80 occurrences,False
history ___,History ___,WordAnalysis-2-grams,0,0,76,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 76 occurrences,False
low lung,Low Lung,WordAnalysis-2-grams,0,0,74,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 74 occurrences,False
right upper,Right Upper,WordAnalysis-2-grams,0,0,72,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 72 occurrences,False
endotracheal tube,Endotracheal Tube,WordAnalysis-2-grams,0,0,72,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 72 occurrences,False
none findings,None Findings,WordAnalysis-2-grams,0,0,72,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 72 occurrences,False
___ there,___ There,WordAnalysis-2-grams,0,0,72,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 72 occurrences,False
mild pulmonary,Mild Pulmonary,WordAnalysis-2-grams,0,0,70,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 70 occurrences,False
no pulmonary,No Pulmonary,WordAnalysis-2-grams,0,0,68,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 68 occurrences,False
radiograph indication,Radiograph Indication,WordAnalysis-2-grams,0,0,68,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 68 occurrences,False
lower lung,Lower Lung,WordAnalysis-2-grams,0,0,68,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 68 occurrences,False
clear without,Clear Without,WordAnalysis-2-grams,0,0,66,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 66 occurrences,False
previous radiograph,Previous Radiograph,WordAnalysis-2-grams,0,0,64,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 64 occurrences,False
acute osseous,Acute Osseous,WordAnalysis-2-grams,0,0,64,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 64 occurrences,False
again seen,Again Seen,WordAnalysis-2-grams,0,0,64,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 64 occurrences,False
______________________________________________________________________________ final,______________________________________________________________________________ Final,WordAnalysis-2-grams,0,0,64,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 64 occurrences,False
small right,Small Right,WordAnalysis-2-grams,0,0,64,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 64 occurrences,False
nasogastric tube,Nasogastric Tube,WordAnalysis-2-grams,0,0,62,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 62 occurrences,False
read ___,Read ___,WordAnalysis-2-grams,0,0,60,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 60 occurrences,False
pneumothorax impression,Pneumothorax Impression,WordAnalysis-2-grams,0,0,60,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 60 occurrences,False
___ history,___ History,WordAnalysis-2-grams,0,0,60,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 60 occurrences,False
again noted,Again Noted,WordAnalysis-2-grams,0,0,58,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 58 occurrences,False
frontal view,Frontal View,WordAnalysis-2-grams,0,0,58,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 58 occurrences,False
since ___,Since ___,WordAnalysis-2-grams,0,0,58,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 58 occurrences,False
pulmonary vasculature,Pulmonary Vasculature,WordAnalysis-2-grams,0,0,56,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 56 occurrences,False
clinical setting,Clinical Setting,WordAnalysis-2-grams,0,0,56,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 56 occurrences,False
moderate cardiomegaly,Moderate Cardiomegaly,WordAnalysis-2-grams,0,0,54,0.0,,,,,analysis,0,High frequency 2-grams from word analysis: 54 occurrences,False
___ year old,___ Year Old,WordAnalysis-3-grams,0,0,402,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 402 occurrences,False
final report examination,Final Report Examination,WordAnalysis-3-grams,0,0,380,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 380 occurrences,False
report examination chest,Report Examination Chest,WordAnalysis-3-grams,0,0,358,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 358 occurrences,False
indication ___ year,Indication ___ Year,WordAnalysis-3-grams,0,0,310,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 310 occurrences,False
chest portable ap,Chest Portable Ap,WordAnalysis-3-grams,0,0,208,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 208 occurrences,False
examination chest portable,Examination Chest Portable,WordAnalysis-3-grams,0,0,190,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 190 occurrences,False
comparison ___ findings,Comparison ___ Findings,WordAnalysis-3-grams,0,0,190,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 190 occurrences,False
no pleural effusion,No Pleural Effusion,WordAnalysis-3-grams,0,0,184,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 184 occurrences,False
portable ap indication,Portable Ap Indication,WordAnalysis-3-grams,0,0,182,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 182 occurrences,False
final report indication,Final Report Indication,WordAnalysis-3-grams,0,0,182,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 182 occurrences,False
year old man,Year Old Man,WordAnalysis-3-grams,0,0,174,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 174 occurrences,False
impression no acute,Impression No Acute,WordAnalysis-3-grams,0,0,160,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 160 occurrences,False
acute cardiopulmonary process,Acute Cardiopulmonary Process,WordAnalysis-3-grams,0,0,150,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 150 occurrences,False
final report history,Final Report History,WordAnalysis-3-grams,0,0,148,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 148 occurrences,False
no acute cardiopulmonary,No Acute Cardiopulmonary,WordAnalysis-3-grams,0,0,146,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 146 occurrences,False
ap indication ___,Ap Indication ___,WordAnalysis-3-grams,0,0,144,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 144 occurrences,False
year old woman,Year Old Woman,WordAnalysis-3-grams,0,0,124,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 124 occurrences,False
right pleural effusion,Right Pleural Effusion,WordAnalysis-3-grams,0,0,116,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 116 occurrences,False
bilateral pleural effusions,Bilateral Pleural Effusions,WordAnalysis-3-grams,0,0,110,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 110 occurrences,False
final report chest,Final Report Chest,WordAnalysis-3-grams,0,0,96,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 96 occurrences,False
within normal limits,Within Normal Limits,WordAnalysis-3-grams,0,0,94,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 94 occurrences,False
no focal consolidation,No Focal Consolidation,WordAnalysis-3-grams,0,0,94,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 94 occurrences,False
left pleural effusion,Left Pleural Effusion,WordAnalysis-3-grams,0,0,90,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 90 occurrences,False
left lower lobe,Left Lower Lobe,WordAnalysis-3-grams,0,0,88,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 88 occurrences,False
comparison chest radiograph,Comparison Chest Radiograph,WordAnalysis-3-grams,0,0,84,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 84 occurrences,False
___ ___ ___,___ ___ ___,WordAnalysis-3-grams,0,0,78,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 78 occurrences,False
history ___ year,History ___ Year,WordAnalysis-3-grams,0,0,76,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 76 occurrences,False
low lung volumes,Low Lung Volumes,WordAnalysis-3-grams,0,0,74,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 74 occurrences,False
report chest radiograph,Report Chest Radiograph,WordAnalysis-3-grams,0,0,70,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 70 occurrences,False
report indication ___,Report Indication ___,WordAnalysis-3-grams,0,0,70,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 70 occurrences,False
comparison none findings,Comparison None Findings,WordAnalysis-3-grams,0,0,70,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 70 occurrences,False
chest radiograph indication,Chest Radiograph Indication,WordAnalysis-3-grams,0,0,68,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 68 occurrences,False
pulmonary vascular congestion,Pulmonary Vascular Congestion,WordAnalysis-3-grams,0,0,68,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 68 occurrences,False
no acute osseous,No Acute Osseous,WordAnalysis-3-grams,0,0,64,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 64 occurrences,False
______________________________________________________________________________ final report,______________________________________________________________________________ Final Report,WordAnalysis-3-grams,0,0,64,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 64 occurrences,False
chest comparison ___,Chest Comparison ___,WordAnalysis-3-grams,0,0,64,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 64 occurrences,False
wet read ___,Wet Read ___,WordAnalysis-3-grams,0,0,60,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 60 occurrences,False
read ___ ___,Read ___ ___,WordAnalysis-3-grams,0,0,60,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 60 occurrences,False
focal consolidation pleural,Focal Consolidation Pleural,WordAnalysis-3-grams,0,0,54,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 54 occurrences,False
acute osseous abnormalities,Acute Osseous Abnormalities,WordAnalysis-3-grams,0,0,54,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 54 occurrences,False
lat indication ___,Lat Indication ___,WordAnalysis-3-grams,0,0,54,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 54 occurrences,False
right lower lobe,Right Lower Lobe,WordAnalysis-3-grams,0,0,54,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 54 occurrences,False
comparison ___ impression,Comparison ___ Impression,WordAnalysis-3-grams,0,0,52,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 52 occurrences,False
indication history ___f,Indication History ___F,WordAnalysis-3-grams,0,0,52,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 52 occurrences,False
no pulmonary edema,No Pulmonary Edema,WordAnalysis-3-grams,0,0,50,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 50 occurrences,False
clear without focal,Clear Without Focal,WordAnalysis-3-grams,0,0,48,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 48 occurrences,False
without focal consolidation,Without Focal Consolidation,WordAnalysis-3-grams,0,0,48,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 48 occurrences,False
small bilateral pleural,Small Bilateral Pleural,WordAnalysis-3-grams,0,0,46,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 46 occurrences,False
left lung base,Left Lung Base,WordAnalysis-3-grams,0,0,44,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 44 occurrences,False
year old female,Year Old Female,WordAnalysis-3-grams,0,0,44,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 44 occurrences,False
final report reason,Final Report Reason,WordAnalysis-3-grams,0,0,44,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 44 occurrences,False
right upper lobe,Right Upper Lobe,WordAnalysis-3-grams,0,0,44,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 44 occurrences,False
comparison chest radiographs,Comparison Chest Radiographs,WordAnalysis-3-grams,0,0,42,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 42 occurrences,False
year old male,Year Old Male,WordAnalysis-3-grams,0,0,42,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 42 occurrences,False
indication history ___m,Indication History ___M,WordAnalysis-3-grams,0,0,40,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 40 occurrences,False
lateral comparison ___,Lateral Comparison ___,WordAnalysis-3-grams,0,0,40,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 40 occurrences,False
right lung base,Right Lung Base,WordAnalysis-3-grams,0,0,40,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 40 occurrences,False
appropriate clinical setting,Appropriate Clinical Setting,WordAnalysis-3-grams,0,0,40,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 40 occurrences,False
impression no evidence,Impression No Evidence,WordAnalysis-3-grams,0,0,40,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 40 occurrences,False
small right pleural,Small Right Pleural,WordAnalysis-3-grams,0,0,40,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 40 occurrences,False
chest radiograph ___,Chest Radiograph ___,WordAnalysis-3-grams,0,0,38,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 38 occurrences,False
impression ap chest,Impression Ap Chest,WordAnalysis-3-grams,0,0,38,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 38 occurrences,False
final report ap,Final Report Ap,WordAnalysis-3-grams,0,0,38,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 38 occurrences,False
report ap chest,Report Ap Chest,WordAnalysis-3-grams,0,0,38,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 38 occurrences,False
___ history ___,___ History ___,WordAnalysis-3-grams,0,0,38,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 38 occurrences,False
acute cardiopulmonary abnormality,Acute Cardiopulmonary Abnormality,WordAnalysis-3-grams,0,0,36,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 36 occurrences,False
mild pulmonary edema,Mild Pulmonary Edema,WordAnalysis-3-grams,0,0,36,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 36 occurrences,False
ap chest compared,Ap Chest Compared,WordAnalysis-3-grams,0,0,36,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 36 occurrences,False
single frontal view,Single Frontal View,WordAnalysis-3-grams,0,0,34,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 34 occurrences,False
prior chest radiographs,Prior Chest Radiographs,WordAnalysis-3-grams,0,0,34,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 34 occurrences,False
osseous abnormalities impression,Osseous Abnormalities Impression,WordAnalysis-3-grams,0,0,34,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 34 occurrences,False
___ findings frontal,___ Findings Frontal,WordAnalysis-3-grams,0,0,34,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 34 occurrences,False
moderate pulmonary edema,Moderate Pulmonary Edema,WordAnalysis-3-grams,0,0,34,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 34 occurrences,False
central venous catheter,Central Venous Catheter,WordAnalysis-3-grams,0,0,32,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 32 occurrences,False
right internal jugular,Right Internal Jugular,WordAnalysis-3-grams,0,0,32,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 32 occurrences,False
final report portable,Final Report Portable,WordAnalysis-3-grams,0,0,32,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 32 occurrences,False
mild pulmonary vascular,Mild Pulmonary Vascular,WordAnalysis-3-grams,0,0,32,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 32 occurrences,False
seen impression no,Seen Impression No,WordAnalysis-3-grams,0,0,30,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 30 occurrences,False
no pleural effusions,No Pleural Effusions,WordAnalysis-3-grams,0,0,30,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 30 occurrences,False
no free air,No Free Air,WordAnalysis-3-grams,0,0,30,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 30 occurrences,False
report history ___,Report History ___,WordAnalysis-3-grams,0,0,30,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 30 occurrences,False
dated ___ findings,Dated ___ Findings,WordAnalysis-3-grams,0,0,28,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 28 occurrences,False
portable ap radiograph,Portable Ap Radiograph,WordAnalysis-3-grams,0,0,28,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 28 occurrences,False
focal consolidation no,Focal Consolidation No,WordAnalysis-3-grams,0,0,28,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 28 occurrences,False
consolidation no pleural,Consolidation No Pleural,WordAnalysis-3-grams,0,0,28,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 28 occurrences,False
___ findings pa,___ Findings Pa,WordAnalysis-3-grams,0,0,28,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 28 occurrences,False
lat indication history,Lat Indication History,WordAnalysis-3-grams,0,0,26,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 26 occurrences,False
clear no pleural,Clear No Pleural,WordAnalysis-3-grams,0,0,26,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 26 occurrences,False
chest radiographs ___,Chest Radiographs ___,WordAnalysis-3-grams,0,0,26,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 26 occurrences,False
acute intrathoracic process,Acute Intrathoracic Process,WordAnalysis-3-grams,0,0,26,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 26 occurrences,False
___ comparison ___,___ Comparison ___,WordAnalysis-3-grams,0,0,26,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 26 occurrences,False
small left pleural,Small Left Pleural,WordAnalysis-3-grams,0,0,26,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 26 occurrences,False
no pneumothorax impression,No Pneumothorax Impression,WordAnalysis-3-grams,0,0,26,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 26 occurrences,False
normal limits no,Normal Limits No,WordAnalysis-3-grams,0,0,26,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 26 occurrences,False
no relevant change,No Relevant Change,WordAnalysis-3-grams,0,0,24,0.0,,,,,analysis,0,High frequency 3-grams from word analysis: 24 occurrences,False
